entry_time,entry_price,exit_time,exit_price,position_size,side,pnl,pnl_pct,balance_after
2025-04-30 18:00:00,145.51,2025-04-30 19:00:00,145.07347,0.03436189952580579,LONG,-0.15000000000000163,-3.0000000000000333,49.85
2025-05-01 06:00:00,148.64,2025-05-01 07:00:00,149.08591999999996,0.033537405812701836,SHORT,-0.14954999999999083,-2.9999999999998157,49.70045000000001
2025-05-01 11:00:00,151.67,2025-05-01 12:00:00,152.12500999999997,0.032768807278960914,SHORT,-0.14910134999999589,-2.9999999999999165,49.551348650000016
2025-05-01 13:00:00,150.53,2025-05-01 14:00:00,150.98158999999998,0.032917922440709506,SHORT,-0.14865404594999404,-2.9999999999998788,49.40269460405002
2025-05-01 15:00:00,151.77,2025-05-01 16:00:00,152.22531,0.0325510276102326,SHORT,-0.14820808381214914,-2.9999999999999813,49.25448652023787
2025-05-01 21:00:00,150.44,2025-05-02 00:00:00,150.89131999999998,0.03274028617404804,SHORT,-0.1477634595607075,-2.9999999999998757,49.10672306067716
2025-05-02 00:00:00,151.35,2025-05-02 01:00:00,150.89595,0.0324458031454755,LONG,-0.14732016918202995,-2.999999999999968,48.95940289149513
2025-05-02 02:00:00,150.53,2025-05-02 06:00:00,149.0247,0.03252468138676352,SHORT,0.489594028914953,10.000000000000036,49.44899692041008
2025-05-02 06:00:00,148.9,2025-05-02 08:00:00,149.3467,0.03320953453351919,SHORT,-0.14834699076122784,-2.9999999999999516,49.300649929648856
2025-05-02 08:00:00,149.22,2025-05-02 11:00:00,150.7122,0.03303890224477205,LONG,0.4930064992964875,9.999999999999979,49.79365642894534
2025-05-02 11:00:00,150.63,2025-05-02 12:00:00,150.17811,0.033056931838906824,LONG,-0.1493809692868333,-2.999999999999945,49.64427545965851
2025-05-02 12:00:00,150.85,2025-05-02 13:00:00,150.39745,0.03290969536603149,LONG,-0.14893282637897626,-3.000000000000015,49.495342633279535
2025-05-02 13:00:00,150.48,2025-05-02 14:00:00,150.93143999999998,0.03289164183498109,SHORT,-0.14848602789983564,-2.9999999999999405,49.3468566053797
2025-05-02 14:00:00,151.46,2025-05-02 15:00:00,151.00562000000002,0.03258078476520514,LONG,-0.14804056981613462,-2.999999999999909,49.19881603556357
2025-05-02 17:00:00,149.73,2025-05-02 18:00:00,150.17918999999998,0.03285835573069096,SHORT,-0.14759644810668654,-2.9999999999999156,49.05121958745688
2025-05-02 19:00:00,147.97,2025-05-02 21:00:00,148.41391,0.03314943541762308,SHORT,-0.14715365876236672,-2.9999999999999205,48.904065928694514
2025-05-02 22:00:00,147.65,2025-05-03 09:00:00,147.20705,0.03312161593545176,LONG,-0.1467121977860823,-2.999999999999974,48.757353730908434
2025-05-03 12:00:00,147.98,2025-05-03 16:00:00,147.53606,0.03294861044121398,LONG,-0.1462720611927246,-2.9999999999999853,48.61108166971571
2025-05-03 16:00:00,147.28,2025-05-03 17:00:00,145.8072,0.033005894669823274,SHORT,0.4861108166971594,10.000000000000044,49.097192486412865
2025-05-03 17:00:00,146.7,2025-05-03 18:00:00,147.14009999999996,0.03346775220614374,SHORT,-0.14729157745922944,-2.9999999999998135,48.94990090895364
2025-05-03 18:00:00,146.61,2025-05-03 19:00:00,147.04983,0.033387832282213786,SHORT,-0.1468497027268516,-2.99999999999981,48.80305120622678
2025-05-03 19:00:00,147.36,2025-05-03 21:00:00,146.91792,0.03311824864700514,LONG,-0.14640915361868173,-3.000000000000029,48.6566420526081
2025-05-03 21:00:00,147.56,2025-05-03 23:00:00,147.11732,0.03297414072418548,LONG,-0.1459699261578229,-2.999999999999971,48.510672126450274
2025-05-03 23:00:00,146.62,2025-05-04 01:00:00,147.05986,0.03308598562709744,SHORT,-0.14553201637934476,-2.9999999999998748,48.36514011007093
2025-05-04 01:00:00,146.98,2025-05-04 02:00:00,146.53905999999998,0.03290593285485844,LONG,-0.14509542033021672,-3.000000000000081,48.22004468974072
2025-05-04 03:00:00,145.53,2025-05-04 05:00:00,145.96659,0.03313409241375711,SHORT,-0.14466013406922063,-2.999999999999968,48.0753845556715
2025-05-04 05:00:00,146.18,2025-05-04 06:00:00,145.74146000000002,0.03288779898458852,LONG,-0.1442261536670109,-2.999999999999925,47.931158402004485
2025-05-04 10:00:00,145.32,2025-05-04 13:00:00,144.88404,0.03298318084365847,LONG,-0.1437934752060116,-2.999999999999962,47.787364926798475
2025-05-04 15:00:00,146.73,2025-05-04 17:00:00,146.28981,0.03256823071409969,LONG,-0.14336209478039583,-3.000000000000008,47.64400283201808
2025-05-04 18:00:00,146.44,2025-05-04 20:00:00,146.87931999999998,0.032534828484033114,SHORT,-0.14293200849604804,-2.999999999999869,47.501070823522035
2025-05-04 22:00:00,145.07,2025-05-04 23:00:00,143.61929999999998,0.03274355195665681,SHORT,0.47501070823522423,10.000000000000082,47.97608153175726
2025-05-04 23:00:00,143.87,2025-05-05 00:00:00,144.30160999999998,0.03334682806127563,SHORT,-0.14392824459526438,-2.9999999999998463,47.832153287161994
2025-05-05 00:00:00,145.06,2025-05-05 01:00:00,144.62482,0.03297404748873707,LONG,-0.14349645986148682,-3.0000000000000178,47.688656827300505
2025-05-05 01:00:00,143.13,2025-05-05 02:00:00,143.55938999999998,0.033318421593866075,SHORT,-0.14306597048189612,-2.9999999999998868,47.545590856818606
2025-05-05 02:00:00,144.69,2025-05-05 03:00:00,144.25593,0.03286031574871699,LONG,-0.14263677257045299,-2.99999999999994,47.40295408424815
2025-05-05 05:00:00,146.95,2025-05-05 07:00:00,146.50914999999998,0.032257879608198814,LONG,-0.14220886225274826,-3.00000000000008,47.2607452219954
2025-05-05 10:00:00,144.12,2025-05-05 11:00:00,144.55236,0.03279263476408229,SHORT,-0.14178223566598244,-2.9999999999999205,47.118962986329414
2025-05-05 18:00:00,146.62,2025-05-05 20:00:00,146.18014,0.03213679101509304,LONG,-0.1413568889589915,-3.0000000000000693,46.977606097370426
2025-05-06 02:00:00,144.32,2025-05-06 03:00:00,144.75295999999997,0.032551002007601464,SHORT,-0.1409328182921048,-2.9999999999998614,46.83667327907832
2025-05-06 11:00:00,142.49,2025-05-06 12:00:00,142.91746999999998,0.0328701475746216,SHORT,-0.1405100198372255,-2.9999999999997975,46.6961632592411
2025-05-06 12:00:00,142.92,2025-05-06 13:00:00,142.49123999999998,0.032672938188665755,LONG,-0.14008848977772692,-3.000000000000078,46.55607476946337
2025-05-06 13:00:00,141.85,2025-05-06 14:00:00,142.27554999999998,0.032820637835363674,SHORT,-0.13966822430838582,-2.9999999999999085,46.416406545154985
2025-05-06 14:00:00,142.63,2025-05-06 15:00:00,142.20211,0.03254322831462875,LONG,-0.13924921963546194,-2.9999999999999356,46.277157325519525
2025-05-06 19:00:00,144.78,2025-05-06 20:00:00,144.34566,0.031963777680287006,LONG,-0.13883147197655593,-2.9999999999999427,46.138325853542966
2025-05-06 23:00:00,146.83,2025-05-07 00:00:00,148.2983,0.0314229556994776,LONG,0.4613832585354294,9.999999999999996,46.59970911207839
2025-05-07 00:00:00,148.96,2025-05-07 01:00:00,148.51312000000001,0.03128337077878517,LONG,-0.139799127336233,-2.9999999999999534,46.45990998474216
2025-05-07 01:00:00,148.27,2025-05-07 02:00:00,147.82519000000002,0.03133466647652402,LONG,-0.13937972995422326,-2.9999999999999307,46.32053025478794
2025-05-07 02:00:00,146.72,2025-05-07 07:00:00,147.16016,0.03157069946482275,SHORT,-0.1389615907643612,-2.999999999999943,46.18156866402358
2025-05-07 10:00:00,147.68,2025-05-07 14:00:00,146.2032,0.03127137639763243,SHORT,0.46181568664023487,9.99999999999998,46.643384350663815
2025-05-07 14:00:00,146.01,2025-05-07 17:00:00,146.44803,0.031945335491174454,SHORT,-0.13993015305199072,-2.9999999999999845,46.50345419761182
2025-05-07 17:00:00,145.58,2025-05-07 18:00:00,146.01674,0.03194357342877581,SHORT,-0.13951036259283103,-2.9999999999999045,46.36394383501899
2025-05-07 18:00:00,146.54,2025-05-07 19:00:00,146.10038,0.031639104568731403,LONG,-0.13909183150505408,-2.999999999999937,46.22485200351394
2025-05-07 19:00:00,145.68,2025-05-07 20:00:00,146.11704,0.031730403626794294,SHORT,-0.13867455601054055,-2.9999999999999734,46.086177447503395
2025-05-07 20:00:00,146.3,2025-05-07 21:00:00,147.763,0.0315011465806585,LONG,0.46086177447503196,9.999999999999957,46.54703922197843
2025-05-07 21:00:00,147.27,2025-05-08 00:00:00,148.7427,0.03160659959392845,LONG,0.46547039221978526,10.00000000000002,47.012509614198216
2025-05-08 00:00:00,148.77,2025-05-08 01:00:00,148.32369,0.03160079963312376,LONG,-0.14103752884259815,-3.000000000000074,46.87147208535562
2025-05-08 01:00:00,148.05,2025-05-08 02:00:00,148.49415,0.03165921788946681,SHORT,-0.14061441625606025,-2.999999999999859,46.73085766909956
2025-05-08 02:00:00,149.75,2025-05-08 04:00:00,151.2475,0.031205914971018066,LONG,0.46730857669099624,10.000000000000016,47.19816624579055
2025-05-08 04:00:00,150.79,2025-05-08 05:00:00,151.24236999999997,0.03130059436686156,SHORT,-0.14159449873736335,-2.9999999999998246,47.05657174705319
2025-05-08 05:00:00,150.11,2025-05-08 06:00:00,150.56033,0.031348059254582096,SHORT,-0.14116971524115318,-2.9999999999998646,46.915402031812036
